Target_Role,Job Title,Company,Job URL,Required_Degree,Extracted_Skills
Data Scientist,Senior Data Scientist Specialist,Dialog Axiata,https://topjobs.lk/sl-jobs/data-scientist-360533,BSc (Hons) in Data Science,"['Scikit-Learn', 'Deep Learning', 'Data Visualization', 'Statistics', 'Feature Engineering', 'Data Modeling', 'TensorFlow']"
Data Scientist,Principal Data Scientist Developer,Sampath Bank,https://linkedin.com/jobs/sl-jobs/data-scientist-747605,Not Specified / Equivalent Experience,"['Data Visualization', 'SQL', 'NumPy', 'Data Modeling', 'PyTorch', 'Jupyter', 'Feature Engineering']"
Data Scientist,Enterprise Data Scientist Architect,Pearson Lanka,https://topjobs.lk/sl-jobs/data-scientist-111455,BSc (Hons) in Computer Science,"['Scikit-Learn', 'Statistics', 'Machine Learning', 'TensorFlow', 'Data Visualization']"
Data Scientist,Associate Data Scientist,WSO2,https://rooster.jobs/sl-jobs/data-scientist-255204,Not Specified / Equivalent Experience,"['Pandas', 'Jupyter', 'Statistics', 'NumPy']"
Data Scientist,Principal Data Scientist Developer,Zone24x7,https://rooster.jobs/sl-jobs/data-scientist-417132,BSc (Hons) in Computer Science,"['Scikit-Learn', 'Statistics', 'Machine Learning', 'SQL', 'Deep Learning', 'Jupyter', 'Python', 'Pandas']"
Data Scientist,Junior Data Scientist Associate,Virtusa,https://rooster.jobs/sl-jobs/data-scientist-506978,BSc (Hons) in Data Science,"['TensorFlow', 'Scikit-Learn', 'Statistics', 'Python', 'NumPy', 'Data Visualization']"
Data Scientist,Junior Data Scientist Associate,Commercial Bank,https://linkedin.com/jobs/sl-jobs/data-scientist-462859,BSc in Statistics / Mathematics,"['NumPy', 'Jupyter', 'TensorFlow', 'Machine Learning', 'PyTorch', 'Scikit-Learn', 'Deep Learning']"
Data Analyst,Senior Data Analyst Specialist,Sampath Bank,https://topjobs.lk/sl-jobs/data-analyst-107085,BSc in Statistics / Mathematics,"['Business Intelligence', 'Tableau', 'SQL', 'Data Analytics', 'DAX']"
Data Analyst,Lead Data Analyst Engineer,MillenniumIT ESP,https://topjobs.lk/sl-jobs/data-analyst-761167,BSc in Business Information Systems (BIS),"['Data Analytics', 'Business Intelligence', 'Python', 'DAX', 'SQL']"
Data Analyst,Principal Data Analyst Developer,IFS,https://rooster.jobs/sl-jobs/data-analyst-721680,Not Specified / Equivalent Experience,"['Data Visualization', 'Data Analytics', 'Reporting', 'DAX', 'ETL', 'Excel', 'Power BI']"
Data Analyst,Associate Data Analyst,MillenniumIT ESP,https://linkedin.com/jobs/sl-jobs/data-analyst-439432,BSc in Business Information Systems (BIS),"['Tableau', 'Business Intelligence', 'Excel', 'Reporting', 'Power BI', 'DAX']"
Data Analyst,Principal Data Analyst Developer,Creative Software,https://topjobs.lk/sl-jobs/data-analyst-474725,Not Specified / Equivalent Experience,"['Reporting', 'SQL', 'Data Modeling', 'Power BI']"
Data Analyst,Senior Data Analyst Specialist,Zone24x7,https://linkedin.com/jobs/sl-jobs/data-analyst-998228,BSc in Information Technology,"['DAX', 'ETL', 'Reporting', 'Excel', 'Power BI', 'SQL', 'Business Intelligence', 'Data Visualization']"
Data Analyst,Data Analyst Analyst,IFS,https://rooster.jobs/sl-jobs/data-analyst-397786,BSc (Hons) in Data Science,"['ETL', 'SQL', 'Data Modeling', 'Data Visualization']"
Data Analyst,Enterprise Data Analyst Architect,LSEG,https://rooster.jobs/sl-jobs/data-analyst-502106,BSc (Hons) in Data Science,"['Excel', 'Data Visualization', 'Data Modeling', 'Data Analytics', 'Business Intelligence', 'ETL', 'Tableau', 'Python']"
Data Analyst,Principal Data Analyst Developer,WSO2,https://rooster.jobs/sl-jobs/data-analyst-860321,BSc in Business Information Systems (BIS),"['Power BI', 'SQL', 'ETL', 'Tableau', 'Business Intelligence', 'DAX']"
Data Analyst,Data Analyst Analyst,John Keells IT,https://rooster.jobs/sl-jobs/data-analyst-461240,BSc in Information Technology,"['Data Visualization', 'Excel', 'DAX', 'Data Modeling', 'Power BI', 'Reporting', 'Python']"
Data Analyst,Junior Data Analyst Associate,Octave (John Keells Group),https://linkedin.com/jobs/sl-jobs/data-analyst-558071,Not Specified / Equivalent Experience,"['Reporting', 'Data Modeling', 'Python', 'SQL']"
Data Analyst,Enterprise Data Analyst Architect,Sysco LABS,https://linkedin.com/jobs/sl-jobs/data-analyst-360806,BSc (Hons) in Data Science,"['ETL', 'Power BI', 'SQL', 'Data Modeling']"
Data Analyst,Data Analyst Consultant,Dialog Axiata,https://rooster.jobs/sl-jobs/data-analyst-925807,BSc (Hons) in Data Science,"['Data Modeling', 'Data Visualization', 'Power BI', 'DAX', 'Reporting']"
Data Analyst,Data Analyst Consultant,Octave (John Keells Group),https://linkedin.com/jobs/sl-jobs/data-analyst-165484,BSc in Business Information Systems (BIS),"['SQL', 'Data Analytics', 'ETL', 'Python', 'DAX']"
Data Analyst,Data Analyst Analyst,SLT-Mobitel,https://rooster.jobs/sl-jobs/data-analyst-689094,Not Specified / Equivalent Experience,"['DAX', 'Data Modeling', 'Reporting', 'SQL']"
Data Analyst,Senior Data Analyst Specialist,CodeGen,https://rooster.jobs/sl-jobs/data-analyst-633748,BSc in Business Information Systems (BIS),"['Reporting', 'SQL', 'Power BI', 'Excel', 'Data Visualization']"
Data Analyst,Principal Data Analyst Developer,Sysco LABS,https://topjobs.lk/sl-jobs/data-analyst-172213,BSc (Hons) in Data Science,"['Data Modeling', 'Python', 'DAX', 'Tableau']"
Data Analyst,Data Analyst,Virtusa,https://linkedin.com/jobs/sl-jobs/data-analyst-546350,BSc (Hons) in Data Science,"['Tableau', 'Reporting', 'Data Modeling', 'Data Visualization', 'Excel', 'Data Analytics', 'Python', 'Business Intelligence']"
Data Analyst,Data Analyst Consultant,Octave (John Keells Group),https://rooster.jobs/sl-jobs/data-analyst-927259,BSc (Hons) in Data Science,"['Excel', 'Python', 'Data Analytics', 'ETL', 'Data Modeling', 'Reporting', 'Tableau', 'Business Intelligence']"
Data Analyst,Lead Data Analyst Engineer,Octave (John Keells Group),https://topjobs.lk/sl-jobs/data-analyst-632425,BSc in Business Information Systems (BIS),"['Data Modeling', 'ETL', 'Data Visualization', 'Power BI']"
Data Analyst,Data Analyst Consultant,Dialog Axiata,https://topjobs.lk/sl-jobs/data-analyst-259491,BSc (Hons) in Data Science,"['ETL', 'Reporting', 'SQL', 'Power BI', 'Python', 'Business Intelligence', 'Excel', 'Tableau']"
Data Analyst,Data Analyst Analyst,Axiata Digital Labs,https://rooster.jobs/sl-jobs/data-analyst-791823,BSc in Statistics / Mathematics,"['Reporting', 'Excel', 'SQL', 'DAX', 'Tableau', 'Business Intelligence']"
Data Analyst,Principal Data Analyst Developer,Sysco LABS,https://rooster.jobs/sl-jobs/data-analyst-626716,BSc in Business Information Systems (BIS),"['Business Intelligence', 'Data Modeling', 'SQL', 'Excel', 'Data Visualization']"
Data Analyst,Data Analyst,HNB,https://topjobs.lk/sl-jobs/data-analyst-654085,BSc in Business Information Systems (BIS),"['Data Analytics', 'Reporting', 'Data Visualization', 'Python', 'DAX']"
Data Analyst,Lead Data Analyst Engineer,Sampath Bank,https://rooster.jobs/sl-jobs/data-analyst-143720,Not Specified / Equivalent Experience,"['Reporting', 'Data Visualization', 'Data Modeling', 'Business Intelligence', 'DAX', 'Power BI']"
Data Analyst,Junior Data Analyst Associate,Sysco LABS,https://topjobs.lk/sl-jobs/data-analyst-741127,BSc (Hons) in Data Science,"['Business Intelligence', 'Tableau', 'Reporting', 'SQL', 'Data Analytics', 'ETL', 'Data Modeling']"
Data Analyst,Data Analyst Analyst,John Keells IT,https://linkedin.com/jobs/sl-jobs/data-analyst-985570,BSc in Business Information Systems (BIS),"['Business Intelligence', 'DAX', 'ETL', 'Power BI', 'Tableau', 'Data Modeling']"
Data Analyst,Data Analyst,LSEG,https://linkedin.com/jobs/sl-jobs/data-analyst-652987,BSc in Information Technology,"['Tableau', 'DAX', 'Excel', 'Data Analytics']"
Data Analyst,Data Analyst Consultant,Creative Software,https://linkedin.com/jobs/sl-jobs/data-analyst-491223,BSc in Business Information Systems (BIS),"['Data Visualization', 'Business Intelligence', 'Python', 'Tableau', 'Data Analytics', 'ETL', 'Reporting', 'Data Modeling']"
Data Analyst,Junior Data Analyst Associate,Commercial Bank,https://topjobs.lk/sl-jobs/data-analyst-392271,BSc in Business Information Systems (BIS),"['Power BI', 'Excel', 'Tableau', 'Reporting', 'Data Analytics', 'Data Modeling']"
Data Analyst,Data Analyst Consultant,WSO2,https://linkedin.com/jobs/sl-jobs/data-analyst-778842,BSc in Business Information Systems (BIS),"['Excel', 'Power BI', 'Data Modeling', 'Reporting', 'SQL', 'Data Analytics', 'DAX', 'Tableau']"
Data Analyst,Junior Data Analyst Associate,HCL Tech Sri Lanka,https://rooster.jobs/sl-jobs/data-analyst-163499,BSc (Hons) in Data Science,"['Power BI', 'Data Modeling', 'ETL', 'Data Analytics', 'Excel']"
Data Analyst,Junior Data Analyst Associate,Creative Software,https://rooster.jobs/sl-jobs/data-analyst-988718,Not Specified / Equivalent Experience,"['Business Intelligence', 'Data Visualization', 'SQL', 'Data Modeling', 'Excel', 'ETL', 'Tableau']"
Data Analyst,Junior Data Analyst Associate,John Keells IT,https://rooster.jobs/sl-jobs/data-analyst-267523,BSc in Business Information Systems (BIS),"['Business Intelligence', 'Reporting', 'Python', 'SQL', 'ETL', 'DAX', 'Data Modeling']"
Data Analyst,Data Analyst Consultant,HCL Tech Sri Lanka,https://topjobs.lk/sl-jobs/data-analyst-364659,BSc in Statistics / Mathematics,"['DAX', 'Reporting', 'Data Visualization', 'ETL', 'Power BI', 'SQL', 'Tableau']"
Data Analyst,Principal Data Analyst Developer,MAS Holdings,https://linkedin.com/jobs/sl-jobs/data-analyst-952404,BSc in Business Information Systems (BIS),"['Python', 'Tableau', 'SQL', 'Data Visualization', 'DAX', 'Business Intelligence', 'Data Analytics', 'Power BI']"
Data Analyst,Data Analyst Consultant,HNB,https://rooster.jobs/sl-jobs/data-analyst-519974,BSc (Hons) in Data Science,"['Data Modeling', 'Data Visualization', 'Business Intelligence', 'Power BI', 'ETL']"
Data Analyst,Enterprise Data Analyst Architect,99x,https://linkedin.com/jobs/sl-jobs/data-analyst-587436,BSc in Information Technology,"['Data Visualization', 'SQL', 'Power BI', 'Data Analytics', 'ETL', 'DAX', 'Python']"
Machine Learning Engineer,Junior Machine Learning Engineer Associate,Axiata Digital Labs,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-420170,BSc (Hons) in Data Science,"['Docker', 'Python', 'Computer Vision', 'Deep Learning', 'FastAPI', 'NLP', 'Git', 'PyTorch']"
Machine Learning Engineer,Principal Machine Learning Engineer Developer,IFS,https://rooster.jobs/sl-jobs/machine-learning-engineer-836566,BSc (Hons) in Computer Science,"['AWS', 'Docker', 'Git', 'Scikit-Learn']"
Machine Learning Engineer,Associate Machine Learning Engineer,IFS,https://rooster.jobs/sl-jobs/machine-learning-engineer-487600,BSc (Hons) in Data Science,"['FastAPI', 'MLOps', 'Computer Vision', 'Docker', 'AWS', 'Machine Learning', 'PyTorch']"
Machine Learning Engineer,Junior Machine Learning Engineer Associate,Zone24x7,https://rooster.jobs/sl-jobs/machine-learning-engineer-188547,Not Specified / Equivalent Experience,"['MLOps', 'Python', 'AWS', 'Deep Learning', 'Docker', 'FastAPI', 'Scikit-Learn', 'TensorFlow']"
Machine Learning Engineer,Machine Learning Engineer,IFS,https://rooster.jobs/sl-jobs/machine-learning-engineer-954569,BSc (Hons) in Computer Science,"['Deep Learning', 'Docker', 'Model Deployment', 'MLOps', 'Computer Vision']"
Machine Learning Engineer,Machine Learning Engineer Consultant,Octave (John Keells Group),https://topjobs.lk/sl-jobs/machine-learning-engineer-954491,MSc in Data Science / AI,"['Machine Learning', 'NLP', 'AWS', 'Deep Learning', 'Computer Vision']"
Machine Learning Engineer,Principal Machine Learning Engineer Developer,Creative Software,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-690548,BSc (Hons) in Computer Science,"['Git', 'AWS', 'TensorFlow', 'FastAPI', 'PyTorch', 'Computer Vision']"
Machine Learning Engineer,Machine Learning Engineer Analyst,Hatton National Bank,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-103211,MSc in Data Science / AI,"['Docker', 'AWS', 'NLP', 'Python']"
Machine Learning Engineer,Machine Learning Engineer,Virtusa,https://rooster.jobs/sl-jobs/machine-learning-engineer-875618,Not Specified / Equivalent Experience,"['AWS', 'Machine Learning', 'Model Deployment', 'Scikit-Learn', 'Git']"
Machine Learning Engineer,Machine Learning Engineer Consultant,Pearson Lanka,https://topjobs.lk/sl-jobs/machine-learning-engineer-581633,BSc (Hons) in Computer Science,"['Model Deployment', 'MLOps', 'Git', 'NLP']"
Machine Learning Engineer,Machine Learning Engineer,Commercial Bank,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-440304,BSc (Hons) in Data Science,"['Python', 'MLOps', 'Computer Vision', 'TensorFlow', 'NLP', 'AWS', 'Deep Learning', 'Docker']"
Machine Learning Engineer,Senior Machine Learning Engineer Specialist,Zone24x7,https://rooster.jobs/sl-jobs/machine-learning-engineer-530295,MSc in Data Science / AI,"['Git', 'NLP', 'Machine Learning', 'Deep Learning', 'Scikit-Learn']"
Machine Learning Engineer,Machine Learning Engineer,Sampath Bank,https://rooster.jobs/sl-jobs/machine-learning-engineer-253994,MSc in Data Science / AI,"['MLOps', 'PyTorch', 'Docker', 'AWS']"
Machine Learning Engineer,Principal Machine Learning Engineer Developer,Brandix,https://rooster.jobs/sl-jobs/machine-learning-engineer-849560,MSc in Data Science / AI,"['Computer Vision', 'Python', 'AWS', 'NLP', 'FastAPI']"
Machine Learning Engineer,Senior Machine Learning Engineer Specialist,IFS,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-542018,MSc in Data Science / AI,"['AWS', 'Deep Learning', 'PyTorch', 'Model Deployment', 'Docker']"
Machine Learning Engineer,Lead Machine Learning Engineer Engineer,Brandix,https://rooster.jobs/sl-jobs/machine-learning-engineer-424920,MSc in Data Science / AI,"['Git', 'FastAPI', 'MLOps', 'Python', 'Computer Vision', 'AWS', 'Model Deployment', 'Machine Learning']"
Machine Learning Engineer,Lead Machine Learning Engineer Engineer,SLT-Mobitel,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-500400,Not Specified / Equivalent Experience,"['FastAPI', 'Git', 'Computer Vision', 'Docker', 'TensorFlow', 'Python']"
Machine Learning Engineer,Principal Machine Learning Engineer Developer,MAS Holdings,https://rooster.jobs/sl-jobs/machine-learning-engineer-907043,BSc (Hons) in Computer Science,"['MLOps', 'NLP', 'TensorFlow', 'FastAPI', 'PyTorch', 'Python', 'Machine Learning']"
Machine Learning Engineer,Junior Machine Learning Engineer Associate,Commercial Bank,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-760045,Not Specified / Equivalent Experience,"['MLOps', 'TensorFlow', 'AWS', 'Machine Learning', 'PyTorch', 'Deep Learning']"
Machine Learning Engineer,Lead Machine Learning Engineer Engineer,Creative Software,https://rooster.jobs/sl-jobs/machine-learning-engineer-653621,BSc (Hons) in Computer Science,"['Machine Learning', 'Computer Vision', 'AWS', 'Git', 'NLP']"
Machine Learning Engineer,Enterprise Machine Learning Engineer Architect,Commercial Bank,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-822315,BSc (Hons) in Computer Science,"['FastAPI', 'AWS', 'Machine Learning', 'Scikit-Learn', 'Git']"
Machine Learning Engineer,Lead Machine Learning Engineer Engineer,Pearson Lanka,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-895960,BSc (Hons) in Computer Science,"['Git', 'Model Deployment', 'MLOps', 'Computer Vision', 'Machine Learning', 'NLP', 'Deep Learning']"
Machine Learning Engineer,Principal Machine Learning Engineer Developer,IFS,https://topjobs.lk/sl-jobs/machine-learning-engineer-316839,BSc (Hons) in Computer Science,"['Machine Learning', 'Deep Learning', 'FastAPI', 'Model Deployment', 'Python', 'MLOps', 'Docker', 'AWS']"
Machine Learning Engineer,Machine Learning Engineer,MAS Holdings,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-518374,Not Specified / Equivalent Experience,"['PyTorch', 'Machine Learning', 'Scikit-Learn', 'TensorFlow', 'Git']"
Machine Learning Engineer,Associate Machine Learning Engineer,99x,https://rooster.jobs/sl-jobs/machine-learning-engineer-585147,BSc (Hons) in Data Science,"['NLP', 'MLOps', 'Git', 'PyTorch', 'AWS', 'Python']"
Machine Learning Engineer,Junior Machine Learning Engineer Associate,IFS,https://rooster.jobs/sl-jobs/machine-learning-engineer-685480,BSc (Hons) in Data Science,"['AWS', 'Scikit-Learn', 'TensorFlow', 'Computer Vision', 'NLP', 'Model Deployment', 'Deep Learning', 'Git']"
Machine Learning Engineer,Machine Learning Engineer Consultant,Zone24x7,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-558888,MSc in Data Science / AI,"['Computer Vision', 'Git', 'PyTorch', 'Machine Learning', 'Docker', 'AWS', 'MLOps', 'TensorFlow']"
Machine Learning Engineer,Junior Machine Learning Engineer Associate,John Keells IT,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-718497,BSc (Hons) in Data Science,"['Git', 'Computer Vision', 'Deep Learning', 'Scikit-Learn', 'PyTorch', 'Model Deployment', 'NLP']"
Machine Learning Engineer,Machine Learning Engineer Analyst,IFS,https://topjobs.lk/sl-jobs/machine-learning-engineer-803626,MSc in Data Science / AI,"['Computer Vision', 'NLP', 'Docker', 'Git', 'TensorFlow']"
Machine Learning Engineer,Principal Machine Learning Engineer Developer,Creative Software,https://rooster.jobs/sl-jobs/machine-learning-engineer-181035,BSc (Hons) in Data Science,"['NLP', 'MLOps', 'TensorFlow', 'Computer Vision', 'Scikit-Learn', 'Git', 'AWS', 'Model Deployment']"
Machine Learning Engineer,Machine Learning Engineer,MillenniumIT ESP,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-896135,BSc (Hons) in Computer Science,"['AWS', 'Git', 'Deep Learning', 'Docker']"
Machine Learning Engineer,Associate Machine Learning Engineer,Sampath Bank,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-830043,MSc in Data Science / AI,"['MLOps', 'NLP', 'Scikit-Learn', 'FastAPI', 'Computer Vision']"
Machine Learning Engineer,Junior Machine Learning Engineer Associate,CodeGen,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-383513,BSc (Hons) in Data Science,"['Model Deployment', 'NLP', 'Deep Learning', 'Git', 'Computer Vision', 'Machine Learning']"
Machine Learning Engineer,Principal Machine Learning Engineer Developer,Commercial Bank,https://topjobs.lk/sl-jobs/machine-learning-engineer-705008,Not Specified / Equivalent Experience,"['AWS', 'MLOps', 'Scikit-Learn', 'Python']"
Machine Learning Engineer,Junior Machine Learning Engineer Associate,Mitra Innovation,https://rooster.jobs/sl-jobs/machine-learning-engineer-457863,MSc in Data Science / AI,"['MLOps', 'Model Deployment', 'PyTorch', 'FastAPI', 'NLP']"
Machine Learning Engineer,Lead Machine Learning Engineer Engineer,WSO2,https://linkedin.com/jobs/sl-jobs/machine-learning-engineer-754541,BSc (Hons) in Computer Science,"['FastAPI', 'Computer Vision', 'Deep Learning', 'AWS']"
Machine Learning Engineer,Machine Learning Engineer Consultant,Hatton National Bank,https://topjobs.lk/sl-jobs/machine-learning-engineer-342764,Not Specified / Equivalent Experience,"['Machine Learning', 'Git', 'Computer Vision', 'NLP', 'MLOps', 'Scikit-Learn']"
Machine Learning Engineer,Associate Machine Learning Engineer,Creative Software,https://rooster.jobs/sl-jobs/machine-learning-engineer-682924,MSc in Data Science / AI,"['TensorFlow', 'Docker', 'Git', 'Python', 'Model Deployment', 'FastAPI', 'AWS', 'PyTorch']"
Cloud Architect,Principal Cloud Architect Developer,Zone24x7,https://linkedin.com/jobs/sl-jobs/cloud-architect-886318,BSc in Computer Networking / Cloud Computing,"['Kubernetes', 'AWS', 'Microservices', 'CI/CD', 'System Design', 'Linux']"
Cloud Architect,Cloud Architect Analyst,Hatton National Bank,https://rooster.jobs/sl-jobs/cloud-architect-874571,BSc (Hons) in Computer Science,"['AWS', 'Kubernetes', 'High Availability', 'Terraform', 'Microservices', 'Linux']"
Cloud Architect,Cloud Architect,MAS Holdings,https://linkedin.com/jobs/sl-jobs/cloud-architect-304178,Not Specified / Equivalent Experience,"['Microservices', 'CI/CD', 'Networking', 'High Availability', 'Azure']"
Cloud Architect,Associate Cloud Architect,Sysco LABS,https://linkedin.com/jobs/sl-jobs/cloud-architect-604274,BSc in Computer Networking / Cloud Computing,"['AWS', 'Cloud Security', 'Docker', 'Microservices', 'Linux']"
Cloud Architect,Junior Cloud Architect Associate,Virtusa,https://topjobs.lk/sl-jobs/cloud-architect-955461,Not Specified / Equivalent Experience,"['High Availability', 'Docker', 'GCP', 'Azure', 'Terraform', 'Networking', 'Linux']"
Cloud Architect,Senior Cloud Architect Specialist,99x,https://topjobs.lk/sl-jobs/cloud-architect-407643,BSc (Hons) in Computer Science,"['Docker', 'Kubernetes', 'GCP', 'System Design', 'AWS', 'Microservices', 'CI/CD']"
Cloud Architect,Cloud Architect,HNB,https://linkedin.com/jobs/sl-jobs/cloud-architect-481273,BSc in Information Technology,"['Microservices', 'CI/CD', 'Azure', 'GCP', 'Linux']"
Cloud Architect,Principal Cloud Architect Developer,SLT-Mobitel,https://topjobs.lk/sl-jobs/cloud-architect-538401,BSc in Information Technology,"['Networking', 'High Availability', 'CI/CD', 'AWS', 'Docker', 'System Design', 'GCP', 'Azure']"
Cloud Architect,Junior Cloud Architect Associate,Sysco LABS,https://linkedin.com/jobs/sl-jobs/cloud-architect-424421,BSc in Information Technology,"['Azure', 'CI/CD', 'Linux', 'High Availability', 'Networking']"
Cloud Architect,Principal Cloud Architect Developer,Pearson Lanka,https://linkedin.com/jobs/sl-jobs/cloud-architect-250929,BSc (Hons) in Computer Science,"['Microservices', 'Networking', 'GCP', 'CI/CD', 'Cloud Security', 'Terraform', 'Azure']"
Cloud Architect,Lead Cloud Architect Engineer,Sysco LABS,https://rooster.jobs/sl-jobs/cloud-architect-854923,BSc (Hons) in Computer Science,"['Microservices', 'Cloud Security', 'CI/CD', 'Linux', 'Terraform']"
Cloud Architect,Cloud Architect Analyst,Hatton National Bank,https://topjobs.lk/sl-jobs/cloud-architect-124189,BSc in Computer Networking / Cloud Computing,"['Docker', 'Networking', 'Cloud Security', 'CI/CD', 'Azure', 'Linux', 'GCP']"
Cloud Architect,Cloud Architect Consultant,Octave (John Keells Group),https://rooster.jobs/sl-jobs/cloud-architect-609809,BSc in Computer Networking / Cloud Computing,"['Terraform', 'CI/CD', 'Linux', 'System Design', 'Kubernetes']"
Cloud Architect,Lead Cloud Architect Engineer,Creative Software,https://rooster.jobs/sl-jobs/cloud-architect-875135,Not Specified / Equivalent Experience,"['Azure', 'Kubernetes', 'Terraform', 'Microservices', 'Docker', 'Networking', 'Linux']"
Cloud Architect,Cloud Architect,Commercial Bank,https://topjobs.lk/sl-jobs/cloud-architect-533450,BSc in Information Technology,"['Networking', 'System Design', 'Terraform', 'Linux']"
Cloud Architect,Associate Cloud Architect,Virtusa,https://topjobs.lk/sl-jobs/cloud-architect-745394,BSc in Information Technology,"['AWS', 'Terraform', 'Cloud Security', 'Microservices', 'Networking', 'Linux', 'Docker', 'CI/CD']"
Cloud Architect,Senior Cloud Architect Specialist,Sysco LABS,https://topjobs.lk/sl-jobs/cloud-architect-885074,BSc (Hons) in Computer Science,"['Microservices', 'Cloud Security', 'Networking', 'CI/CD', 'Terraform', 'Azure', 'GCP']"
Cloud Architect,Enterprise Cloud Architect Architect,99x,https://linkedin.com/jobs/sl-jobs/cloud-architect-576759,BSc in Information Technology,"['AWS', 'GCP', 'Linux', 'Cloud Security', 'Terraform', 'Microservices', 'Docker', 'Azure']"
Cloud Architect,Associate Cloud Architect,IFS,https://topjobs.lk/sl-jobs/cloud-architect-319138,BSc in Information Technology,"['Azure', 'Terraform', 'CI/CD', 'Networking', 'Microservices']"
Cloud Architect,Cloud Architect Analyst,Dialog Axiata,https://topjobs.lk/sl-jobs/cloud-architect-744114,BSc in Computer Networking / Cloud Computing,"['High Availability', 'Networking', 'Azure', 'System Design', 'Cloud Security', 'Kubernetes']"
Cloud Architect,Associate Cloud Architect,CodeGen,https://rooster.jobs/sl-jobs/cloud-architect-359108,BSc (Hons) in Computer Science,"['Linux', 'Docker', 'GCP', 'High Availability', 'Kubernetes', 'Networking', 'Terraform']"
Cloud Architect,Principal Cloud Architect Developer,HNB,https://rooster.jobs/sl-jobs/cloud-architect-141273,BSc (Hons) in Computer Science,"['System Design', 'Cloud Security', 'Networking', 'Kubernetes', 'AWS', 'Docker', 'Microservices', 'CI/CD']"
Cloud Architect,Associate Cloud Architect,MAS Holdings,https://rooster.jobs/sl-jobs/cloud-architect-529990,BSc in Information Technology,"['GCP', 'Terraform', 'Linux', 'Azure', 'Networking', 'Kubernetes', 'High Availability']"
Cloud Architect,Cloud Architect Consultant,Sysco LABS,https://linkedin.com/jobs/sl-jobs/cloud-architect-838670,BSc in Computer Networking / Cloud Computing,"['AWS', 'Networking', 'Linux', 'Microservices']"
Cloud Architect,Enterprise Cloud Architect Architect,LSEG,https://linkedin.com/jobs/sl-jobs/cloud-architect-279131,BSc in Computer Networking / Cloud Computing,"['Linux', 'CI/CD', 'Networking', 'Docker', 'System Design', 'AWS', 'Azure']"
Cloud Architect,Associate Cloud Architect,Hatton National Bank,https://rooster.jobs/sl-jobs/cloud-architect-340504,BSc in Computer Networking / Cloud Computing,"['GCP', 'CI/CD', 'Kubernetes', 'Microservices']"
Cloud Architect,Junior Cloud Architect Associate,HNB,https://rooster.jobs/sl-jobs/cloud-architect-784745,BSc (Hons) in Computer Science,"['CI/CD', 'Azure', 'Kubernetes', 'GCP']"
Cloud Architect,Associate Cloud Architect,WSO2,https://rooster.jobs/sl-jobs/cloud-architect-169217,BSc in Information Technology,"['Azure', 'CI/CD', 'High Availability', 'Microservices', 'Kubernetes', 'Linux', 'System Design', 'Networking']"
Cloud Architect,Associate Cloud Architect,CodeGen,https://rooster.jobs/sl-jobs/cloud-architect-924288,BSc in Information Technology,"['Networking', 'High Availability', 'Linux', 'Azure', 'AWS', 'Cloud Security', 'Terraform']"
Cloud Architect,Lead Cloud Architect Engineer,CodeGen,https://topjobs.lk/sl-jobs/cloud-architect-238275,BSc in Information Technology,"['GCP', 'Cloud Security', 'Networking', 'Docker', 'Kubernetes']"
Cloud Architect,Cloud Architect Consultant,HNB,https://topjobs.lk/sl-jobs/cloud-architect-953597,BSc in Computer Networking / Cloud Computing,"['Linux', 'CI/CD', 'High Availability', 'Microservices', 'GCP']"
Cloud Architect,Principal Cloud Architect Developer,IFS,https://rooster.jobs/sl-jobs/cloud-architect-400055,BSc in Computer Networking / Cloud Computing,"['Azure', 'Microservices', 'Networking', 'Cloud Security', 'Linux', 'Kubernetes']"
Cloud Architect,Associate Cloud Architect,Mitra Innovation,https://rooster.jobs/sl-jobs/cloud-architect-207517,BSc (Hons) in Computer Science,"['High Availability', 'Networking', 'Cloud Security', 'Linux']"
Cloud Architect,Senior Cloud Architect Specialist,HCL Tech Sri Lanka,https://rooster.jobs/sl-jobs/cloud-architect-982196,BSc (Hons) in Computer Science,"['GCP', 'Kubernetes', 'Docker', 'CI/CD', 'Azure', 'System Design', 'Terraform', 'High Availability']"
Cloud Architect,Principal Cloud Architect Developer,Commercial Bank,https://linkedin.com/jobs/sl-jobs/cloud-architect-922145,BSc in Computer Networking / Cloud Computing,"['Microservices', 'CI/CD', 'GCP', 'Azure', 'Cloud Security', 'Networking', 'High Availability']"
